Prscrbr_NPI,Physician_Name,Specialty,City,State,Brand_Name,Sales_Rep,Territory,HCP_Tier,CMS_Volume_Decile,Target_Calls,Actual_Calls,Samples_Dropped,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Rx_Lift_Pct,Delta_Log_Fills,Post_Campaign_Fills,dataset_mode
1001000615,Dr. Amanda Flores,Oncology,Los Angeles,CA,Actiq,REP-105,TERR-03,3,2,2,1,2,16,3.3145,4983.97,4.8343,0.036465,3.4747,hybrid
1001000616,Dr. Elizabeth Martin,Neurology,Portland,OR,Lazanda,REP-106,TERR-03,3,3,2,1,0,24,7.204,12416.29,1.82,0.015855,7.3351,hybrid
1001000617,Dr. Jennifer Allen,Anesthesiology,Columbus,OH,Subsys,REP-112,TERR-06,2,6,7,6,0,18,16.6123,35515.15,3.6646,0.033981,17.2211,hybrid
1001000618,Dr. Kimberly Sanchez,Anesthesiology,Portland,OR,Abstral,REP-108,TERR-04,2,5,10,7,1,30,12.5105,16444.29,5.7364,0.051756,13.2281,hybrid
1001000619,Dr. Joseph Rodriguez,Pain Management,Charlotte,NC,Abstral,REP-107,TERR-04,2,4,7,6,3,17,9.2298,11795.23,7.6204,0.066495,9.9332,hybrid
1001000620,Dr. Donna Perez,Orthopedics,Atlanta,GA,Abstral,REP-110,TERR-05,2,5,9,6,5,15,14.7313,30312.34,7.1117,0.064473,15.7789,hybrid
1001000621,Dr. David Hernandez,Family Practice,Las Vegas,NV,Actiq,REP-109,TERR-05,2,7,7,5,3,13,19.5969,34408.39,5.135,0.047701,20.6032,hybrid
1001000622,Dr. William Hill,Emergency Medicine,Jacksonville,FL,Lazanda,REP-105,TERR-03,3,2,3,2,3,22,4.7307,6993.21,3.309,0.026949,4.8873,hybrid
1001000623,Dr. Barbara Garcia,Anesthesiology,Austin,TX,Actiq,REP-106,TERR-03,3,3,4,3,4,16,8.3363,20056.57,6.3751,0.055362,8.8678,hybrid
1001000624,Dr. William Miller,Palliative Care,Baltimore,MD,Subsys,REP-110,TERR-05,2,6,9,7,5,19,16.7462,33205.58,8.3933,0.076223,18.1517,hybrid
1001000625,Dr. Jessica Martinez,Oncology,Houston,TX,Actiq,REP-105,TERR-03,2,4,6,6,2,10,9.0309,15610.08,6.704,0.058605,9.6364,hybrid
1001000626,Dr. Kathleen Wilson,Psychiatry,Seattle,WA,Fentora,REP-112,TERR-06,2,6,5,5,3,21,16.9868,30710.89,4.6085,0.042603,17.7697,hybrid
1001000627,Dr. Karen Walker,Orthopedics,New York,NY,Subsys,REP-108,TERR-04,2,5,5,4,2,13,14.0723,17265.58,5.3033,0.048328,14.8186,hybrid
1001000628,Dr. David Ramirez,Oncology,Phoenix,AZ,Abstral,REP-109,TERR-05,2,6,11,7,1,13,15.8505,18085.98,5.5687,0.051056,16.7332,hybrid
1001000629,Dr. Michelle Robinson,Neurology,Nashville,TN,Abstral,REP-109,TERR-05,3,2,3,2,2,13,3.4482,2946.0,4.7778,0.036368,3.613,hybrid
1001000630,Dr. Betty Lee,Oncology,Chicago,IL,Abstral,REP-101,TERR-01,2,5,7,6,7,21,12.4474,18674.19,7.7731,0.06948,13.415,hybrid
1001000631,Dr. Charles Adams,Neurology,Los Angeles,CA,Subsys,REP-110,TERR-05,2,7,11,8,2,20,18.4759,22042.43,5.9648,0.055042,19.578,hybrid
1001000632,Dr. Carol Perez,Pain Management,Jacksonville,FL,Abstral,REP-102,TERR-01,3,3,2,2,2,23,7.9687,12413.3,3.4956,0.030586,8.2473,hybrid
1001000633,Dr. Rebecca Allen,Anesthesiology,Los Angeles,CA,Actiq,REP-106,TERR-03,3,2,4,2,2,27,5.0605,4556.91,4.361,0.035767,5.2812,hybrid
1001000634,Dr. Melissa Hill,Neurology,New York,NY,Lazanda,REP-104,TERR-02,1,8,15,11,2,13,23.4256,35573.02,5.6348,0.052631,24.7456,hybrid
1001000635,Dr. James Davis,Internal Medicine,Miami,FL,Actiq,REP-107,TERR-04,1,9,11,6,1,18,26.2599,37468.21,5.8562,0.05488,27.7977,hybrid
1001000636,Dr. Thomas Lopez,Palliative Care,Houston,TX,Subsys,REP-106,TERR-03,3,3,6,4,3,16,8.3774,18113.87,7.0626,0.061184,8.969,hybrid
1001000637,Dr. Betty Wright,Pain Management,Atlanta,GA,Actiq,REP-104,TERR-02,3,3,7,5,3,17,8.8782,18804.19,6.1989,0.054217,9.4285,hybrid
1001000638,Dr. Ashley Green,Pain Management,Charlotte,NC,Subsys,REP-111,TERR-06,2,5,9,6,0,13,13.2961,13816.54,3.9594,0.036162,13.8225,hybrid
1001000639,Dr. Kathleen Walker,Pain Management,Columbus,OH,Actiq,REP-104,TERR-02,2,7,14,9,10,14,20.9674,39459.7,9.5151,0.08693,22.9625,hybrid
1001000640,Dr. Jessica Nguyen,Oncology,Las Vegas,NV,Subsys,REP-101,TERR-01,2,5,6,4,5,16,13.3496,28603.2,7.6314,0.068589,14.3684,hybrid
1001000641,Dr. Sarah Smith,Palliative Care,Las Vegas,NV,Actiq,REP-101,TERR-01,2,5,7,6,5,15,13.7409,16004.37,7.0328,0.063498,14.7073,hybrid
1001000642,Dr. Patricia Smith,Palliative Care,Chicago,IL,Fentora,REP-106,TERR-03,2,5,4,2,1,13,13.451,30796.17,3.5981,0.032942,13.935,hybrid
1001000643,Dr. Karen Adams,Oncology,Atlanta,GA,Abstral,REP-110,TERR-05,2,4,9,7,1,29,11.3495,19939.85,5.66,0.050709,11.9918,hybrid
1001000644,Dr. Betty White,Pain Management,Boston,MA,Lazanda,REP-102,TERR-01,2,7,13,7,0,19,18.5233,45246.1,1.9742,0.018557,18.889,hybrid
1001000645,Dr. Margaret Perez,Oncology,New York,NY,Actiq,REP-108,TERR-04,1,9,14,7,6,11,25.4201,37486.89,8.0171,0.074306,27.4581,hybrid
1001000646,Dr. James Flores,Palliative Care,Denver,CO,Fentora,REP-108,TERR-04,2,7,12,9,8,31,19.6763,38740.21,8.3377,0.076354,21.3168,hybrid
1001000647,Dr. Patricia Hernandez,Pain Management,Miami,FL,Subsys,REP-107,TERR-04,1,8,11,8,0,20,22.6716,33940.6,3.3341,0.031434,23.4275,hybrid
1001000648,Dr. William Hill,Anesthesiology,Columbus,OH,Abstral,REP-108,TERR-04,2,6,11,9,4,37,16.5979,35714.94,7.3881,0.067362,17.8242,hybrid
1001000649,Dr. Joseph Adams,Oncology,Charlotte,NC,Fentora,REP-103,TERR-02,2,7,10,6,1,12,19.4223,19291.72,5.3652,0.049766,20.4643,hybrid
1001000650,Dr. Melissa Lewis,Palliative Care,Boston,MA,Abstral,REP-104,TERR-02,2,5,5,3,0,13,13.1438,22720.62,2.5894,0.023778,13.4842,hybrid
1001000651,Dr. James Adams,Pain Management,Portland,OR,Abstral,REP-104,TERR-02,1,10,16,12,0,17,27.4654,57974.01,3.0888,0.029367,28.3137,hybrid
1001000652,Dr. Barbara Rodriguez,Palliative Care,Nashville,TN,Abstral,REP-110,TERR-05,2,4,4,2,2,27,11.1947,24315.44,4.9333,0.044292,11.747,hybrid
1001000653,Dr. Michelle Perez,Oncology,Los Angeles,CA,Fentora,REP-112,TERR-06,2,5,14,8,8,31,14.2845,19042.11,8.7074,0.078235,15.5283,hybrid
1001000654,Dr. Laura Harris,Emergency Medicine,Los Angeles,CA,Actiq,REP-103,TERR-02,2,4,2,2,3,9,11.9843,27077.82,3.9226,0.035565,12.4544,hybrid
1001000655,Dr. David Robinson,Pain Management,Las Vegas,NV,Subsys,REP-102,TERR-01,3,3,5,4,0,18,7.6411,19464.42,0.7169,0.006319,7.6958,hybrid
1001000656,Dr. Rebecca Nelson,Neurology,Portland,OR,Abstral,REP-101,TERR-01,2,6,7,6,2,21,16.2627,30298.81,5.83,0.053468,17.2108,hybrid
1001000657,Dr. Jennifer White,Oncology,Atlanta,GA,Lazanda,REP-101,TERR-01,2,7,16,13,6,18,20.4656,19839.93,8.8383,0.080903,22.2744,hybrid
1001000658,Dr. Amanda Thompson,Pain Management,Atlanta,GA,Abstral,REP-110,TERR-05,2,6,8,6,2,18,16.9265,33854.81,6.6472,0.060873,18.0516,hybrid
1001000659,Dr. David Adams,Orthopedics,Nashville,TN,Fentora,REP-105,TERR-03,2,7,8,5,3,22,18.4653,46533.15,5.1051,0.047292,19.408,hybrid
1001000660,Dr. Karen Lee,Internal Medicine,Chicago,IL,Fentora,REP-109,TERR-05,2,7,9,3,1,26,18.0987,15675.45,3.5938,0.033489,18.7492,hybrid
1001000661,Dr. Jessica Nguyen,Pain Management,Columbus,OH,Subsys,REP-112,TERR-06,2,5,2,2,0,16,14.4526,24376.48,2.0859,0.019322,14.7541,hybrid
1001000662,Dr. Kimberly Carter,Pain Management,Denver,CO,Lazanda,REP-112,TERR-06,2,4,12,11,7,30,10.1732,18276.0,9.0781,0.079417,11.0967,hybrid
1001000663,Dr. Nancy Nguyen,Oncology,Seattle,WA,Abstral,REP-107,TERR-04,1,10,16,5,3,14,32.2896,30317.98,6.682,0.062799,34.4471,hybrid
1001000664,Dr. Laura Lee,Anesthesiology,Detroit,MI,Fentora,REP-112,TERR-06,2,5,4,2,2,12,13.2378,33894.35,3.199,0.029309,13.6613,hybrid
1001000665,Dr. Susan Carter,Pain Management,Philadelphia,PA,Subsys,REP-102,TERR-01,2,4,6,5,4,18,9.8363,8762.19,6.1412,0.054247,10.4403,hybrid
1001000666,Dr. Sharon Mitchell,Internal Medicine,Seattle,WA,Subsys,REP-101,TERR-01,2,5,5,5,5,17,13.9535,30355.45,5.4485,0.049591,14.7137,hybrid
1001000667,Dr. Kimberly Green,Oncology,Houston,TX,Actiq,REP-105,TERR-03,2,7,12,4,5,24,20.0444,35545.58,7.0455,0.064951,21.4566,hybrid
1001000668,Dr. Rebecca Baker,Anesthesiology,Miami,FL,Subsys,REP-101,TERR-01,2,6,10,8,7,19,16.5986,14916.72,7.5216,0.068539,17.8471,hybrid
1001000669,Dr. Elizabeth Clark,Neurology,Portland,OR,Abstral,REP-106,TERR-03,3,3,3,2,0,11,7.0241,9012.76,2.2955,0.019895,7.1853,hybrid
1001000670,Dr. Sharon Hernandez,Pain Management,Detroit,MI,Subsys,REP-111,TERR-06,2,6,6,4,1,18,16.1591,23124.66,6.217,0.056897,17.1637,hybrid
1001000671,Dr. Jennifer White,Internal Medicine,Seattle,WA,Actiq,REP-112,TERR-06,2,4,2,2,0,11,10.3774,13551.28,2.0974,0.01895,10.5951,hybrid
1001000672,Dr. Linda Mitchell,Oncology,Las Vegas,NV,Subsys,REP-104,TERR-02,2,5,6,5,4,10,14.2034,28132.5,6.3871,0.057958,15.1106,hybrid
1001000673,Dr. Richard Anderson,Oncology,Las Vegas,NV,Abstral,REP-102,TERR-01,2,5,6,5,1,26,14.2914,30266.12,3.3856,0.031151,14.7752,hybrid
1001000674,Dr. Susan Campbell,Family Practice,Seattle,WA,Subsys,REP-104,TERR-02,2,6,4,2,2,24,17.8898,29487.84,3.2986,0.030762,18.4799,hybrid
1001000675,Dr. Elizabeth Brown,Pain Management,Columbus,OH,Abstral,REP-111,TERR-06,3,2,5,4,0,21,5.0592,6759.27,3.8099,0.031316,5.2519,hybrid
1001000676,Dr. Amanda Lopez,Oncology,Austin,TX,Subsys,REP-104,TERR-02,2,7,9,6,6,17,19.7453,50157.07,7.0804,0.065218,21.1433,hybrid
1001000677,Dr. William Nelson,Neurology,Jacksonville,FL,Subsys,REP-101,TERR-01,2,6,14,11,9,14,16.211,35824.53,8.6021,0.077907,17.6055,hybrid
1001000678,Dr. Barbara Johnson,Anesthesiology,Nashville,TN,Subsys,REP-110,TERR-05,2,7,11,7,4,19,18.7329,16835.63,7.0923,0.065159,20.0615,hybrid
1001000679,Dr. Rebecca Torres,Internal Medicine,Philadelphia,PA,Fentora,REP-112,TERR-06,2,5,13,9,8,16,14.3659,28352.15,6.1052,0.055509,15.2429,hybrid
1001000680,Dr. James King,Palliative Care,Charlotte,NC,Subsys,REP-104,TERR-02,2,4,8,5,2,14,11.2961,22368.89,5.0521,0.045367,11.8668,hybrid
1001000681,Dr. Joseph Torres,Pain Management,Detroit,MI,Subsys,REP-109,TERR-05,2,5,7,4,0,10,13.2628,12842.31,2.5278,0.023234,13.5981,hybrid
1001000682,Dr. Michelle Anderson,Oncology,Austin,TX,Abstral,REP-110,TERR-05,3,2,2,1,0,19,5.8909,6490.04,2.0538,0.017405,6.0119,hybrid
1001000683,Dr. Stephanie King,Orthopedics,Austin,TX,Subsys,REP-101,TERR-01,3,3,5,3,3,25,7.1445,14063.29,4.866,0.0418,7.4921,hybrid
1001000684,Dr. William Nguyen,Pain Management,Portland,OR,Abstral,REP-106,TERR-03,1,8,15,9,6,18,21.3015,31582.52,10.2779,0.093646,23.4909,hybrid
1001000685,Dr. Carol Carter,Internal Medicine,Miami,FL,Subsys,REP-111,TERR-06,3,3,4,3,0,17,7.0753,10440.8,3.6971,0.031879,7.3368,hybrid
1001000686,Dr. Susan Moore,Pain Management,Portland,OR,Actiq,REP-101,TERR-01,1,8,13,10,10,13,21.1837,36897.19,9.5191,0.087003,23.2002,hybrid
1001000687,Dr. Deborah Mitchell,Family Practice,Jacksonville,FL,Subsys,REP-103,TERR-02,2,6,9,9,4,10,16.4825,33839.08,6.4601,0.059123,17.5473,hybrid
1001000688,Dr. Jennifer Lewis,Neurology,Seattle,WA,Subsys,REP-102,TERR-01,2,4,4,4,4,18,10.4751,16782.3,4.9478,0.044176,10.9934,hybrid
1001000689,Dr. Sarah Lewis,Anesthesiology,Las Vegas,NV,Abstral,REP-105,TERR-03,3,3,3,3,4,18,8.7857,13104.16,6.1912,0.054095,9.3297,hybrid
1001000690,Dr. Rebecca Lewis,Pain Management,Los Angeles,CA,Fentora,REP-111,TERR-06,3,2,5,4,3,29,3.8371,3583.76,7.2061,0.05559,4.1136,hybrid
1001000691,Dr. Donna Rivera,Pain Management,Baltimore,MD,Subsys,REP-103,TERR-02,1,8,10,5,2,17,23.6966,60763.87,5.8455,0.054572,25.0818,hybrid
1001000692,Dr. Margaret Moore,Family Practice,Philadelphia,PA,Subsys,REP-103,TERR-02,3,3,2,1,1,14,8.918,8460.04,3.3483,0.029663,9.2166,hybrid
1001000693,Dr. Mary Wright,Pain Management,Chicago,IL,Subsys,REP-107,TERR-04,2,4,9,7,4,23,9.5615,20684.42,8.331,0.072713,10.3581,hybrid
1001000694,Dr. Nancy Campbell,Internal Medicine,Charlotte,NC,Subsys,REP-103,TERR-02,1,10,10,6,0,14,28.9426,65323.58,4.0939,0.038809,30.1275,hybrid
1001000695,Dr. Sarah Lopez,Palliative Care,Atlanta,GA,Fentora,REP-101,TERR-01,3,2,3,2,3,13,4.0652,9363.17,4.8666,0.038315,4.2631,hybrid
1001000696,Dr. Jessica Sanchez,Neurology,Houston,TX,Abstral,REP-109,TERR-05,2,6,8,4,0,8,16.4497,15984.99,2.7978,0.026033,16.9099,hybrid
1001000697,Dr. Patricia Williams,Oncology,Jacksonville,FL,Abstral,REP-107,TERR-04,2,4,6,5,1,17,9.9781,11397.99,5.8165,0.051517,10.5585,hybrid
1001000698,Dr. Karen Scott,Pain Management,Los Angeles,CA,Fentora,REP-101,TERR-01,2,5,11,9,5,15,13.8306,14528.54,8.3112,0.074651,14.9801,hybrid
1001000699,Dr. Jennifer Walker,Pain Management,Chicago,IL,Lazanda,REP-103,TERR-02,2,5,5,3,0,22,14.7774,37698.21,3.1566,0.029136,15.2439,hybrid
1001000700,Dr. Laura Taylor,Oncology,New York,NY,Subsys,REP-109,TERR-05,2,4,7,6,6,24,9.8135,11141.56,7.0648,0.062143,10.5068,hybrid
1001000701,Dr. Susan Miller,Pain Management,Denver,CO,Subsys,REP-109,TERR-05,2,7,8,6,5,22,19.4303,42708.83,8.0458,0.073733,20.9936,hybrid
1001000702,Dr. Charles Robinson,Anesthesiology,Chicago,IL,Actiq,REP-106,TERR-03,3,2,2,1,0,29,5.7049,7078.4,1.8328,0.015474,5.8095,hybrid
1001000703,Dr. Melissa Lopez,Pain Management,New York,NY,Subsys,REP-108,TERR-04,1,9,16,11,8,10,25.4276,38048.31,9.0878,0.083826,27.7384,hybrid
1001000704,Dr. Karen Carter,Pain Management,Portland,OR,Fentora,REP-109,TERR-05,2,5,16,12,6,18,12.2747,10519.23,8.8179,0.078383,13.3571,hybrid
1001000705,Dr. Deborah Davis,Emergency Medicine,Phoenix,AZ,Actiq,REP-110,TERR-05,2,5,7,5,4,27,12.7162,24380.05,5.4904,0.049648,13.4143,hybrid
1001000706,Dr. Dorothy Nelson,Anesthesiology,Miami,FL,Abstral,REP-105,TERR-03,2,7,11,8,2,16,19.3507,42754.11,6.5102,0.060062,20.6104,hybrid
1001000707,Dr. Barbara Hill,Palliative Care,Atlanta,GA,Subsys,REP-109,TERR-05,2,5,5,4,1,16,14.2371,36220.6,4.4682,0.040901,14.8732,hybrid
1001000708,Dr. Thomas Perez,Palliative Care,Las Vegas,NV,Subsys,REP-111,TERR-06,2,4,8,4,0,24,11.7701,10652.03,3.0862,0.028048,12.1333,hybrid
1001000709,Dr. Betty Rivera,Internal Medicine,Atlanta,GA,Abstral,REP-109,TERR-05,3,3,9,5,2,18,7.147,8255.66,4.5182,0.038871,7.4699,hybrid
1001000710,Dr. Jessica Rodriguez,Neurology,Austin,TX,Subsys,REP-108,TERR-04,2,4,3,2,0,35,9.7623,15355.56,1.9292,0.017348,9.9506,hybrid
1001000711,Dr. Jessica Hill,Oncology,Las Vegas,NV,Abstral,REP-110,TERR-05,2,5,5,4,3,15,12.94,25675.95,5.4305,0.04918,13.6427,hybrid
1001000712,Dr. Laura Wilson,Family Practice,Los Angeles,CA,Abstral,REP-112,TERR-06,2,5,7,5,0,16,12.3106,16707.61,3.4322,0.03125,12.7331,hybrid
1001000713,Dr. Jennifer Nelson,Pain Management,Los Angeles,CA,Fentora,REP-108,TERR-04,1,8,16,15,4,23,22.9238,52155.77,10.5,0.095866,25.3308,hybrid
1001000714,Dr. Ashley Allen,Pain Management,Seattle,WA,Subsys,REP-103,TERR-02,2,4,5,3,3,24,9.6653,11689.44,6.7962,0.059768,10.3222,hybrid
1001000715,Dr. Robert Brown,Pain Management,Los Angeles,CA,Lazanda,REP-103,TERR-02,2,4,10,6,4,9,9.7115,16438.26,7.0166,0.061674,10.3929,hybrid
1001000716,Dr. Deborah Adams,Anesthesiology,Chicago,IL,Abstral,REP-110,TERR-05,2,4,7,4,1,26,10.5009,10478.52,4.8186,0.043056,11.0069,hybrid
1001000717,Dr. Linda White,Palliative Care,Portland,OR,Actiq,REP-101,TERR-01,2,5,8,6,6,25,12.153,27123.06,7.2722,0.065032,13.0368,hybrid
1001000718,Dr. Rebecca Rivera,Oncology,Denver,CO,Actiq,REP-109,TERR-05,3,3,5,4,1,17,8.6659,15835.85,4.609,0.040491,9.0653,hybrid
1001000719,Dr. Carol Gonzalez,Pain Management,Boston,MA,Subsys,REP-103,TERR-02,2,6,15,10,10,19,15.6421,40329.4,10.3307,0.09267,17.258,hybrid
1001000720,Dr. Kathleen Taylor,Pain Management,Miami,FL,Subsys,REP-104,TERR-02,2,6,6,5,4,25,16.8188,19547.02,6.6395,0.060784,17.9355,hybrid
1001000721,Dr. Charles Green,Pain Management,Baltimore,MD,Subsys,REP-106,TERR-03,2,6,6,5,5,16,17.5109,21760.97,8.0998,0.073828,18.9292,hybrid
1001000722,Dr. Donna Taylor,Pain Management,Las Vegas,NV,Actiq,REP-102,TERR-01,2,4,6,4,4,16,10.9242,16736.25,6.1297,0.054636,11.5938,hybrid
1001000723,Dr. Deborah Green,Orthopedics,Boston,MA,Abstral,REP-110,TERR-05,2,6,6,3,2,16,17.6084,38347.45,4.0495,0.037603,18.3214,hybrid
1001000724,Dr. Thomas Miller,Palliative Care,Atlanta,GA,Subsys,REP-108,TERR-04,2,4,6,4,0,12,11.8422,24470.99,3.9472,0.035752,12.3097,hybrid
1001000725,Dr. Melissa Adams,Palliative Care,Chicago,IL,Fentora,REP-111,TERR-06,2,5,9,6,0,17,12.3089,25771.12,4.4937,0.04072,12.862,hybrid
1001000726,Dr. Jennifer Clark,Family Practice,Los Angeles,CA,Abstral,REP-101,TERR-01,2,6,5,4,0,13,16.8688,23895.01,2.5092,0.023411,17.2921,hybrid
1001000727,Dr. Charles Flores,Palliative Care,Austin,TX,Subsys,REP-103,TERR-02,2,4,7,4,5,24,9.9585,15017.39,6.7845,0.059828,10.6341,hybrid
1001000728,Dr. Dorothy Brown,Oncology,Portland,OR,Abstral,REP-108,TERR-04,2,4,8,6,6,19,10.544,22825.59,7.3554,0.065022,11.3195,hybrid
1001000729,Dr. Deborah Johnson,Internal Medicine,Miami,FL,Abstral,REP-104,TERR-02,2,7,4,3,2,22,19.3689,26351.45,4.0758,0.038024,20.1583,hybrid
1001000730,Dr. William Lee,Pain Management,Seattle,WA,Actiq,REP-106,TERR-03,2,6,9,7,5,14,15.8718,17245.02,8.76,0.079188,17.2622,hybrid
1001000731,Dr. Carol Nelson,Oncology,Denver,CO,Abstral,REP-104,TERR-02,3,3,4,4,5,21,7.8225,16667.45,6.9631,0.059908,8.3672,hybrid
1001000732,Dr. Nancy Torres,Pain Management,Nashville,TN,Abstral,REP-103,TERR-02,2,5,10,6,5,21,13.695,19272.49,8.6723,0.077721,14.8826,hybrid
1001000733,Dr. Emily Williams,Neurology,Boston,MA,Actiq,REP-104,TERR-02,2,4,9,7,8,17,10.6429,21296.67,7.2496,0.064166,11.4144,hybrid
1001000734,Dr. John Gonzalez,Neurology,Denver,CO,Subsys,REP-104,TERR-02,2,6,10,5,1,20,16.4842,22764.05,4.0194,0.037194,17.1467,hybrid
1001000735,Dr. Carol Thomas,Oncology,Las Vegas,NV,Subsys,REP-106,TERR-03,2,5,7,6,4,11,12.1649,29319.75,7.8695,0.070195,13.1223,hybrid
1001000736,Dr. John Baker,Oncology,Los Angeles,CA,Fentora,REP-109,TERR-05,2,7,11,6,3,22,19.7672,22795.07,6.3727,0.05889,21.0269,hybrid
1001000737,Dr. Sarah Baker,Family Practice,New York,NY,Subsys,REP-102,TERR-01,1,8,8,4,4,18,23.4998,58181.46,3.0605,0.028934,24.219,hybrid
1001000738,Dr. Joseph Smith,Anesthesiology,Atlanta,GA,Abstral,REP-108,TERR-04,1,9,15,11,11,12,24.3107,27059.27,9.4919,0.08725,26.6183,hybrid
1001000739,Dr. Sarah Thompson,Pain Management,Columbus,OH,Lazanda,REP-106,TERR-03,2,5,12,6,5,15,12.2471,14632.79,7.6421,0.068268,13.1831,hybrid
1001000740,Dr. Jennifer Ramirez,Anesthesiology,Portland,OR,Abstral,REP-102,TERR-01,2,5,4,3,3,25,14.2871,35946.13,3.9224,0.036003,14.8475,hybrid
1001000741,Dr. Kathleen Smith,Neurology,Austin,TX,Lazanda,REP-106,TERR-03,2,7,11,8,0,30,18.088,42299.5,4.5316,0.042045,18.9077,hybrid
1001000742,Dr. Dorothy Lopez,Family Practice,Baltimore,MD,Abstral,REP-108,TERR-04,2,4,5,3,0,15,10.0988,25735.24,2.1084,0.019002,10.3117,hybrid
1001000743,Dr. Margaret Thomas,Pain Management,Austin,TX,Subsys,REP-105,TERR-03,2,7,16,9,0,21,20.1771,42265.19,4.0763,0.038103,20.9995,hybrid
1001000744,Dr. Mary Lee,Internal Medicine,Philadelphia,PA,Abstral,REP-101,TERR-01,2,7,5,4,5,18,19.9805,49292.25,5.9659,0.05526,21.1725,hybrid
1001000745,Dr. Robert Ramirez,Neurology,Nashville,TN,Subsys,REP-101,TERR-01,2,5,2,2,0,19,13.04,15798.92,1.5952,0.014707,13.248,hybrid
1001000746,Dr. Melissa Campbell,Oncology,Columbus,OH,Actiq,REP-103,TERR-02,2,6,8,7,2,21,15.2819,15912.89,6.9468,0.063164,16.3435,hybrid
1001000747,Dr. Deborah Clark,Oncology,Austin,TX,Subsys,REP-112,TERR-06,2,4,3,3,2,37,11.5888,21537.38,5.3007,0.047643,12.2031,hybrid
1001000748,Dr. Robert Young,Palliative Care,Las Vegas,NV,Abstral,REP-107,TERR-04,2,6,6,5,6,10,17.5526,41864.74,7.7329,0.070609,18.9099,hybrid
1001000749,Dr. Joseph Lewis,Pain Management,Houston,TX,Abstral,REP-112,TERR-06,2,6,5,3,4,24,15.0598,27170.77,6.9232,0.062901,16.1025,hybrid
1001000750,Dr. Nancy Clark,Pain Management,New York,NY,Subsys,REP-109,TERR-05,2,4,7,7,8,18,9.2267,15669.24,9.07,0.078655,10.0635,hybrid
1001000751,Dr. Mary Walker,Pain Management,Boston,MA,Fentora,REP-105,TERR-03,2,5,2,2,1,28,14.8019,30231.58,4.3061,0.039544,15.4393,hybrid
1001000752,Dr. Thomas Rivera,Pain Management,Denver,CO,Subsys,REP-111,TERR-06,2,7,13,9,2,34,19.7257,27696.39,7.7605,0.07126,21.2565,hybrid
1001000753,Dr. Deborah Green,Pain Management,Portland,OR,Fentora,REP-111,TERR-06,2,5,12,9,8,12,13.6583,23605.79,9.8923,0.08817,15.0094,hybrid
1001000754,Dr. Mary Sanchez,Pain Management,Boston,MA,Subsys,REP-111,TERR-06,2,5,9,7,4,16,13.9146,13729.7,8.2069,0.073777,15.0565,hybrid
1001000755,Dr. Deborah Flores,Palliative Care,Seattle,WA,Fentora,REP-102,TERR-01,2,6,9,7,5,17,15.5129,35119.11,6.4083,0.058459,16.507,hybrid
1001000756,Dr. Carol Nelson,Neurology,Houston,TX,Subsys,REP-103,TERR-02,2,5,5,4,2,23,12.8636,28941.08,5.7863,0.052298,13.6079,hybrid
1001000757,Dr. Mary Garcia,Pain Management,Portland,OR,Abstral,REP-107,TERR-04,1,8,13,7,2,17,22.8784,45762.83,7.1112,0.065913,24.5053,hybrid
1001000758,Dr. Kimberly Wilson,Orthopedics,Atlanta,GA,Subsys,REP-105,TERR-03,1,10,12,9,5,10,30.3093,69998.43,6.6738,0.062605,32.3321,hybrid
1001000759,Dr. Laura Hernandez,Palliative Care,Atlanta,GA,Subsys,REP-106,TERR-03,2,6,9,6,4,21,16.6078,24436.74,7.4038,0.067503,17.8374,hybrid
1001000760,Dr. Melissa Davis,Anesthesiology,Philadelphia,PA,Subsys,REP-105,TERR-03,2,5,2,1,0,10,14.9902,32867.49,2.246,0.020837,15.3269,hybrid
1001000761,Dr. Jennifer Thomas,Pain Management,Charlotte,NC,Subsys,REP-102,TERR-01,2,6,10,6,3,15,17.3986,22938.64,5.6404,0.051964,18.38,hybrid
1001000762,Dr. Barbara Brown,Pain Management,Seattle,WA,Subsys,REP-105,TERR-03,2,7,9,7,4,7,18.9922,22346.12,8.0667,0.073838,20.5243,hybrid
1001000763,Dr. Margaret White,Anesthesiology,Philadelphia,PA,Abstral,REP-108,TERR-04,2,4,6,4,4,12,9.0434,11427.74,5.2834,0.046476,9.5212,hybrid
1001000764,Dr. Elizabeth Williams,Internal Medicine,Denver,CO,Lazanda,REP-110,TERR-05,2,4,5,4,1,29,10.8308,19952.58,4.9926,0.044692,11.3715,hybrid
1001000765,Dr. Patricia Wright,Anesthesiology,Baltimore,MD,Actiq,REP-107,TERR-04,3,3,5,4,0,16,8.247,9524.58,3.1687,0.027868,8.5083,hybrid
1001000766,Dr. Barbara Harris,Internal Medicine,Chicago,IL,Abstral,REP-110,TERR-05,2,6,5,4,2,27,17.265,28926.69,3.8334,0.035594,17.9268,hybrid
1001000767,Dr. Joseph Wilson,Oncology,Columbus,OH,Actiq,REP-112,TERR-06,2,5,9,6,6,19,12.4646,22666.63,7.0981,0.06364,13.3493,hybrid
1001000768,Dr. Jennifer Moore,Pain Management,Houston,TX,Abstral,REP-105,TERR-03,2,4,4,3,3,22,10.0089,22617.09,6.3555,0.056174,10.645,hybrid
